State,Year,Consumption.Commercial.Coal,Consumption.Commercial.Distillate Fuel Oil,Consumption.Commercial.Geothermal,Consumption.Commercial.Hydropower,Consumption.Commercial.Kerosene,Consumption.Commercial.Petroleum,Consumption.Commercial.Natural Gas,Consumption.Commercial.Solar,Consumption.Commercial.Wind,Consumption.Commercial.Wood
Wyoming,1994,3793,1141,622,0,0,1759,9748,0,0,131
Wyoming,1995,2311,1544,622,0,9,2403,10453,0,0,132
Wyoming,1996,6109,1538,622,0,7,2360,10314,0,0,137
Wyoming,1997,2255,1277,622,0,7,1487,11497,0,0,176
Wyoming,1998,2875,859,622,0,9,995,11112,0,0,154
Wyoming,1999,1849,2121,649,0,2,2489,10340,0,0,162
Wyoming,2000,2464,2331,649,0,2,3067,10204,0,0,173
Wyoming,2001,2196,2418,649,0,3,3631,10066,0,0,100
Wyoming,2002,1481,1647,652,0,4,3216,10873,0,0,102
Wyoming,2003,1555,912,698,0,2,2781,10449,0,0,107
Wyoming,2004,1639,593,700,0,2,2896,10367,0,0,104
Wyoming,2005,1138,555,726,0,3,3445,9576,0,0,312
Wyoming,2006,834,538,673,0,3,3198,9893,0,0,290
Wyoming,2007,944,502,623,0,3,3541,9790,0,0,308
Wyoming,2008,551,653,443,0,2,3856,10500,0,0,325
Wyoming,2009,534,866,460,0,4,3944,10697,0,0,159
Wyoming,2010,510,1420,463,0,5,4289,11501,0,0,157
Wyoming,2011,547,2193,549,0,1,6736,12079,0,0,151
Wyoming,2012,458,2444,528,0,2,6004,10840,2,0,133
Wyoming,2013,485,1960,528,0,1,5510,12521,7,0,154
Wyoming,2014,420,1833,528,0,0,5599,12678,7,0,160
Wyoming,2015,174,1547,528,0,3,5246,13716,8,0,612
Wyoming,2016,149,1665,528,0,2,4717,14423,11,0,638
Wyoming,2017,285,1545,528,0,1,3087,14812,14,0,769
Wyoming,2018,187,1007,528,0,1,2429,14644,15,0,632
Wyoming,2019,147,1040,528,0,0,3418,13963,19,0,616
